customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn
CUST00186,Male,1,Yes,No,15,Yes,No phone service,No,No internet service,Yes,Yes,No,No,No,One year,No,Electronic check,112.43,No
CUST00187,Female,0,Yes,No,34,No,No,Fiber optic,Yes,No internet service,No internet service,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),18,Yes
CUST00188,Male,1,Yes,Yes,16,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,No,No,One year,No,Mailed check,76.98,No
CUST00189,Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,No,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),96.59,No
CUST00190,Female,0,Yes,Yes,51,No,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,103.48,No
CUST00191,Male,0,No,Yes,11,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),106.5,No
CUST00192,Male,1,Yes,No,47,No,No phone service,DSL,No internet service,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),97.78,No
CUST00193,Male,1,Yes,Yes,21,Yes,Yes,No,No internet service,Yes,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),59.92,No
CUST00194,Male,1,No,No,48,Yes,No,No,Yes,No internet service,No internet service,No,Yes,Yes,One year,Yes,Mailed check,83.78,No
CUST00195,Male,0,No,Yes,51,Yes,No phone service,No,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,120,No
CUST00196,Female,0,Yes,No,0,No,No phone service,No,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),107.91,Yes
CUST00197,Female,1,Yes,Yes,65,No,No,No,Yes,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Mailed check,49.99,No
CUST00198,Female,1,Yes,No,63,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No internet service,No,Two year,Yes,Mailed check,101.96,No
CUST00199,Male,1,No,Yes,7,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No,No internet service,One year,Yes,Credit card (automatic),110.69,Yes
CUST00200,Male,1,No,Yes,24,No,No phone service,DSL,Yes,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),43.61,Yes
CUST00201,Male,1,Yes,No,65,No,Yes,No,No,Yes,Yes,No,No internet service,No internet service,Two year,No,Electronic check,69.37,No
CUST00202,Female,0,Yes,Yes,72,No,No,No,No internet service,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),61.42,No
CUST00203,Male,0,No,No,72,Yes,No phone service,No,No,No,No,No,No internet service,Yes,Month-to-month,No,Mailed check,97.73,No
CUST00204,Male,0,Yes,No,69,No,No phone service,DSL,No internet service,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,Credit card (automatic),57.71,No
CUST00205,Female,1,No,Yes,50,No,No phone service,No,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),51.12,No
CUST00206,Male,0,No,Yes,52,No,No phone service,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,One year,No,Bank transfer (automatic),102.75,No
CUST00207,Female,0,No,Yes,14,No,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),33.85,Yes
CUST00208,Female,0,No,Yes,49,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,75.57,No
CUST00209,Female,0,No,No,70,No,No phone service,Fiber optic,No,No,Yes,No internet service,No,Yes,One year,No,Electronic check,48.13,No
CUST00210,Male,0,No,Yes,37,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,102.73,No
CUST00211,Male,1,Yes,Yes,39,Yes,No,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,No,Mailed check,51.66,No
CUST00212,Male,0,No,Yes,65,No,No phone service,No,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),71.1,No
CUST00213,Male,1,No,No,38,No,No phone service,DSL,Yes,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18,No
CUST00214,Male,1,Yes,Yes,16,Yes,No phone service,DSL,No,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,70.05,Yes
CUST00215,Male,1,No,No,6,No,Yes,No,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),64.7,Yes
CUST00216,Male,1,Yes,Yes,38,Yes,No phone service,DSL,No,No internet service,No,No,No,No,Two year,No,Credit card (automatic),72.15,No
CUST00217,Female,1,No,No,67,No,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,109.06,No
CUST00218,Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,One year,Yes,Credit card (automatic),87.94,No
CUST00219,Female,0,Yes,Yes,50,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,No,One year,Yes,Mailed check,81.87,No
CUST00220,Male,1,No,No,46,Yes,No phone service,DSL,Yes,No internet service,Yes,No,No,No,One year,No,Credit card (automatic),47.84,Yes
CUST00221,Male,1,No,Yes,35,No,No phone service,No,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),120,No
CUST00222,Male,1,No,Yes,63,Yes,Yes,No,Yes,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18,No
CUST00223,Female,0,No,Yes,12,Yes,Yes,No,No,Yes,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),34.11,Yes
CUST00224,Female,1,Yes,No,17,No,No phone service,No,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,47.06,No
CUST00225,Female,0,Yes,Yes,20,No,No phone service,No,No internet service,No,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),75.7,No
CUST00226,Female,1,Yes,No,64,Yes,No,No,Yes,No internet service,No,Yes,No,Yes,One year,No,Electronic check,71.3,No
CUST00227,Male,0,No,No,7,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),47.37,No
CUST00228,Female,1,Yes,No,47,No,No phone service,DSL,No internet service,Yes,No,No,No,No internet service,Two year,Yes,Electronic check,75.28,No
CUST00229,Male,0,No,Yes,42,Yes,No,No,Yes,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),104.75,No
CUST00230,Male,1,No,No,52,No,No,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,71.67,No
CUST00231,Female,0,Yes,No,26,No,No,DSL,No,Yes,No,No,Yes,No internet service,One year,No,Electronic check,32.22,Yes
CUST00232,Female,0,No,Yes,18,No,No,DSL,No,Yes,No,No,No,No internet service,Month-to-month,No,Electronic check,66.88,No
CUST00233,Female,0,Yes,No,22,Yes,Yes,DSL,Yes,No internet service,Yes,No,No internet service,No,Two year,No,Credit card (automatic),45.47,No
CUST00234,Female,0,No,No,49,No,No,No,No internet service,No internet service,Yes,No,No,No,Month-to-month,Yes,Electronic check,28.06,No
CUST00235,Female,0,Yes,Yes,50,Yes,Yes,No,Yes,No,No internet service,No internet service,Yes,No,One year,No,Credit card (automatic),71.16,No
CUST00236,Female,0,No,Yes,42,Yes,No,No,Yes,No internet service,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),42.86,Yes
CUST00237,Female,0,Yes,No,50,No,No,DSL,Yes,Yes,No,No internet service,No internet service,No,Two year,Yes,Mailed check,60.08,No
CUST00238,Female,1,Yes,Yes,68,No,No,DSL,No,No internet service,No,Yes,No internet service,No internet service,Two year,Yes,Electronic check,82.67,No
CUST00239,Male,1,No,Yes,40,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,One year,Yes,Credit card (automatic),79.62,No
CUST00240,Female,1,No,Yes,71,No,Yes,Fiber optic,No internet service,No,Yes,Yes,Yes,No internet service,One year,No,Electronic check,106.15,No
CUST00241,Female,1,Yes,No,10,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,18.38,Yes
CUST00242,Male,1,No,No,51,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),63.87,No
CUST00243,Female,0,No,Yes,22,No,Yes,DSL,No,Yes,No,No internet service,No internet service,No,One year,No,Mailed check,100.36,Yes
CUST00244,Male,0,No,No,48,Yes,Yes,No,Yes,No,Yes,No internet service,No internet service,Yes,Two year,No,Electronic check,19.62,Yes
CUST00245,Male,0,Yes,Yes,37,No,No phone service,No,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,64.88,Yes
CUST00246,Female,0,Yes,Yes,46,Yes,Yes,No,Yes,No internet service,No,No internet service,Yes,Yes,One year,No,Credit card (automatic),76.02,No
CUST00247,Male,0,No,Yes,71,Yes,No phone service,No,No,No internet service,No internet service,No,Yes,Yes,One year,Yes,Credit card (automatic),37.1,Yes
CUST00248,Male,1,No,Yes,6,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),49.72,No
CUST00249,Male,1,Yes,Yes,65,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Mailed check,34.32,No
CUST00250,Male,1,No,No,61,Yes,Yes,No,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,78.37,No
CUST00251,Female,1,Yes,No,28,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No internet service,Month-to-month,No,Mailed check,18,No
CUST00252,Male,0,No,No,37,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,No,One year,Yes,Electronic check,47.04,No
CUST00253,Female,0,No,No,32,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No,No internet service,One year,Yes,Mailed check,48.41,No
CUST00254,Male,0,No,Yes,28,No,No,No,Yes,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),97.23,No
CUST00255,Male,1,Yes,Yes,22,Yes,No phone service,No,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.14,No
CUST00256,Male,0,Yes,No,2,No,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,108.9,No
CUST00257,Male,1,Yes,No,44,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,92.42,No
CUST00258,Female,0,Yes,Yes,7,Yes,No,DSL,Yes,Yes,No internet service,Yes,Yes,No,Two year,No,Electronic check,101.35,Yes
CUST00259,Female,0,No,Yes,28,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),57.19,No
CUST00260,Male,1,No,Yes,1,No,Yes,DSL,Yes,No,No internet service,No internet service,No internet service,Yes,Two year,Yes,Electronic check,57.4,No
CUST00261,Male,0,Yes,No,49,No,No,Fiber optic,Yes,No,No,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),46.39,No
CUST00262,Female,0,No,Yes,64,No,No phone service,DSL,No internet service,No internet service,No,No internet service,Yes,Yes,Two year,No,Electronic check,87.42,No
CUST00263,Male,1,No,Yes,19,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,No,No internet service,Two year,No,Credit card (automatic),59.45,No
CUST00264,Male,0,Yes,No,51,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,Two year,No,Electronic check,45.77,No
CUST00265,Male,1,No,No,36,No,No,DSL,No internet service,Yes,Yes,No,Yes,No internet service,Two year,No,Credit card (automatic),59.38,Yes
CUST00266,Female,0,No,No,71,No,Yes,DSL,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,No,Credit card (automatic),81.13,Yes
CUST00267,Female,0,Yes,Yes,26,No,No,No,Yes,No internet service,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),32.1,Yes
CUST00268,Female,0,No,Yes,46,Yes,Yes,No,No internet service,Yes,Yes,Yes,No internet service,Yes,One year,No,Electronic check,41.46,Yes
CUST00269,Male,0,No,No,5,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,No,One year,Yes,Electronic check,110.5,No
CUST00270,Male,0,No,Yes,59,No,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),42.8,No
CUST00271,Female,0,Yes,Yes,44,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Mailed check,113.42,No
CUST00272,Female,0,Yes,Yes,43,No,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,54.19,No
CUST00273,Female,0,No,No,17,Yes,No phone service,No,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),29.33,Yes
CUST00274,Female,1,No,No,64,No,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Mailed check,111.11,Yes
CUST00275,Male,1,No,Yes,24,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),120,No
CUST00276,Female,0,Yes,Yes,26,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,52.58,No
CUST00277,Male,0,Yes,Yes,6,Yes,No phone service,No,No internet service,No,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),102.78,Yes
CUST00278,Female,1,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No,No internet service,No,No internet service,One year,Yes,Electronic check,73.09,No
CUST00279,Male,0,No,No,28,Yes,No,No,No,No internet service,No,No internet service,No,Yes,Two year,Yes,Mailed check,74.73,No
CUST00280,Female,0,No,No,43,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),79.42,No
CUST00281,Female,1,No,Yes,35,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),70.61,No
CUST00282,Female,0,No,Yes,18,No,No phone service,Fiber optic,No,No internet service,No,No,Yes,No internet service,Two year,Yes,Electronic check,73.07,Yes
CUST00283,Female,0,No,No,5,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,70.18,Yes
CUST00284,Male,1,Yes,Yes,24,No,No,Fiber optic,No,No,Yes,No,No internet service,No internet service,One year,No,Mailed check,52.72,No
CUST00285,Female,0,No,No,30,Yes,No,Fiber optic,Yes,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),48.77,Yes
CUST00286,Male,0,No,Yes,8,Yes,Yes,No,No internet service,Yes,Yes,Yes,No,No,Two year,No,Electronic check,35.52,No
CUST00287,Male,1,No,No,36,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18,No
CUST00288,Male,0,Yes,Yes,26,No,No,Fiber optic,Yes,No,No,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),67.26,No
CUST00289,Male,1,No,Yes,12,No,No,No,No internet service,No,No,No,No internet service,No internet service,Two year,No,Electronic check,44.71,Yes
CUST00290,Female,0,Yes,No,40,No,No,DSL,Yes,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,20.87,No
CUST00291,Male,0,Yes,No,65,No,Yes,Fiber optic,Yes,No internet service,Yes,No,No,No internet service,One year,No,Credit card (automatic),45.33,No
CUST00292,Male,1,Yes,Yes,23,No,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,No,One year,No,Electronic check,54.06,Yes
CUST00293,Male,1,Yes,Yes,43,No,Yes,Fiber optic,Yes,Yes,No,No,No internet service,No,Two year,Yes,Mailed check,53.51,No
CUST00294,Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),111.78,No
CUST00295,Female,1,No,No,8,No,Yes,No,Yes,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,52.14,Yes
CUST00296,Female,1,No,Yes,1,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,113.37,No
CUST00297,Female,0,Yes,Yes,55,No,No phone service,No,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),47.47,Yes
CUST00298,Male,0,Yes,No,29,No,No,Fiber optic,No internet service,No,No,No internet service,No,No,Two year,Yes,Mailed check,84.47,No
CUST00299,Male,0,Yes,No,21,Yes,No,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,39.98,Yes
CUST00300,Female,1,No,No,12,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,120,Yes
CUST00301,Male,1,No,No,70,Yes,No,No,No,No,No internet service,Yes,No internet service,Yes,One year,Yes,Electronic check,106.77,No
CUST00302,Male,1,Yes,No,15,No,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,Two year,No,Credit card (automatic),92.46,No
CUST00303,Male,1,No,Yes,44,No,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,120,No
CUST00304,Female,0,No,Yes,64,Yes,Yes,No,No,No internet service,Yes,No,No,Yes,Month-to-month,No,Electronic check,96.1,Yes
CUST00305,Female,1,Yes,No,10,No,No phone service,Fiber optic,No internet service,Yes,No,No,No internet service,No,Two year,No,Mailed check,83.16,No
CUST00306,Male,0,Yes,Yes,69,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.35,Yes
CUST00307,Female,1,No,Yes,19,No,No,No,No internet service,No internet service,Yes,Yes,No internet service,No,One year,Yes,Electronic check,18,Yes
CUST00308,Female,0,No,No,62,No,No,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,Electronic check,31.17,No
CUST00309,Female,0,No,Yes,11,No,No,No,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,19.41,Yes
CUST00310,Female,0,Yes,Yes,61,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),46,Yes
CUST00311,Female,1,Yes,Yes,41,No,No,No,Yes,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),102.83,No
CUST00312,Male,0,Yes,No,68,Yes,No phone service,No,Yes,No internet service,Yes,No,No internet service,No internet service,Two year,No,Electronic check,38,Yes
